name,link,Default Branch,SHA,Stargazers Count,Forks Count,Maven,Gradle,Travis CI,Github Actions
DerekYRC/mini-spring,https://github.com/DerekYRC/mini-spring,main,dcbcc7432585dcc22eaf6519017402cfa0df177c,2244,589,pom.xml;,,,
spring-projects/spring-data-commons,https://github.com/spring-projects/spring-data-commons,main,42dadd89b437264fa80711f324e35ecedf24f814,659,594,pom.xml;,,,.github/workflows/project.yml;
dockersamples/atsea-sample-shop-app,https://github.com/dockersamples/atsea-sample-shop-app,master,fb55ebd6e886d1301b995b0b480902b0259ba60d,610,598,app/pom.xml;,,,
nidhidhamnani/markdown-parser,https://github.com/nidhidhamnani/markdown-parser,main,8dd87e6914ae40a4321aac8e2483e349de40b03c,2,601,,,,
dailycodebuffer/Spring-MVC-Tutorials,https://github.com/dailycodebuffer/Spring-MVC-Tutorials,master,37893a96936e700fc8b2e7e13cf5e95135cd22e5,182,609,Demo-Project/pom.xml;Docker-Compose-Demo/department-service/pom.xml;Docker-Compose-Demo/user-service/pom.xml;DynanoDb-SpringBoot-Demo/pom.xml;Eureka HA/eureka-client-app/pom.xml;Eureka HA/spring-registry-server/pom.xml;JWT-Demo/pom.xml;JaCoCo-Demo/pom.xml;Jenkins-PIpeline-Demo/pom.xml;Kotlin Demo/Kotlin-Demo/pom.xml;SQS-SpringBoot/pom.xml;Spring-Boot-Custom-Banner/pom.xml;Spring-Boot-Custom-Parent/pom.xml;Spring-Boot-Dev-Tools/pom.xml;Spring-Boot-Error-Handle/pom.xml;Spring-Boot-Exit-Code/pom.xml;Spring-Boot-Main-Class/pom.xml;Spring-Boot-Maven-Deploy/pom.xml;Spring-Boot-Mustache-Demo/pom.xml;Spring-Boot-Servlet/pom.xml;Spring-Boot-Shutdown/pom.xml;Spring-Boot-Tutorial/pom.xml;Spring-Boot-Upload-File/pom.xml;Spring-Boot-Web-App/pom.xml;Spring-Boot-and-Kotlin-Demo/pom.xml;Spring-Email-Client/pom.xml;Spring-Security-Demo/pom.xml;Spring-Transactional/pom.xml;Spring-boot-custom-JSON/pom.xml;SpringBoot-MySQLDemo/pom.xml;SpringBoot-Redis-Demo/pom.xml;SpringLogging/pom.xml;apache-kafka-consumer-demo/pom.xml;apache-kafka-producer-demo/pom.xml;buildpackdemo/pom.xml;dekorate/pom.xml;dockerpublish/pom.xml;openapi-documentation/pom.xml;skaffold-demo/pom.xml;sns-springboot-demo/pom.xml;spring-boot-aws/pom.xml;spring-boot-facebook-oauth-demo/pom.xml;spring-boot-http-converter/pom.xml;spring-cloud-functions/pom.xml;spring-rabbitmq-consumer/pom.xml;spring-rabbitmq-producer/pom.xml;spring-websocket/pom.xml;,,,
innoveit/react-native-ble-manager,https://github.com/innoveit/react-native-ble-manager,master,4c463c37a6f463116be0fa6221faf108c4f80f70,1542,613,,android/build.gradle;android/settings.gradle;example/android/app/build.gradle;example/android/build.gradle;example/android/settings.gradle;,,
leechenxiang/imooc-springboot-starter,https://github.com/leechenxiang/imooc-springboot-starter,master,1df27d8b39a464a1df4dc5c7b26ed03468f465ff,837,620,pom.xml;,,,
jenkinsci/configuration-as-code-plugin,https://github.com/jenkinsci/configuration-as-code-plugin,master,e345fd8df353db1a9fbd930968b87fce30548438,2406,621,integrations/pom.xml;plugin/pom.xml;pom.xml;test-harness/pom.xml;,,,.github/workflows/cd.yaml;.github/workflows/maven.yml;
spring-cloud/spring-cloud-stream-samples,https://github.com/spring-cloud/spring-cloud-stream-samples,main,764f1d402693866869a2cbfe6c16d857e3c8571c,797,622,function-based-stream-app-samples/couchbase-stream-applications/couchbase-consumer/pom.xml;function-based-stream-app-samples/couchbase-stream-applications/couchbase-sink/pom.xml;function-based-stream-app-samples/couchbase-stream-applications/pom.xml;function-based-stream-app-samples/image-thumbnail-samples/image-thumbnail-processor/pom.xml;function-based-stream-app-samples/image-thumbnail-samples/image-thumbnail-stream-sample/image-thumbnail-sink/pom.xml;function-based-stream-app-samples/image-thumbnail-samples/image-thumbnail-web/pom.xml;function-based-stream-app-samples/image-thumbnail-samples/pom.xml;function-based-stream-app-samples/pom.xml;kafka-batch-sample/pom.xml;kafka-e2e-kotlin-sample/customer-service/pom.xml;kafka-e2e-kotlin-sample/order-service/pom.xml;kafka-e2e-kotlin-sample/pom.xml;kafka-e2e-kotlin-sample/shipping-service/pom.xml;kafka-native-serialization/pom.xml;kafka-security-samples/kafka-ssl-demo/pom.xml;kafka-security-samples/pom.xml;kafka-streams-samples/kafka-streams-aggregate/pom.xml;kafka-streams-samples/kafka-streams-avro/pom.xml;kafka-streams-samples/kafka-streams-branching/pom.xml;kafka-streams-samples/kafka-streams-destination-pattern/pom.xml;kafka-streams-samples/kafka-streams-dlq-sample/pom.xml;kafka-streams-samples/kafka-streams-global-table-join/pom.xml;kafka-streams-samples/kafka-streams-interactive-query-advanced/pom.xml;kafka-streams-samples/kafka-streams-interactive-query-basic/pom.xml;kafka-streams-samples/kafka-streams-inventory-count/pom.xml;kafka-streams-samples/kafka-streams-jaas-security/pom.xml;kafka-streams-samples/kafka-streams-message-channel/pom.xml;kafka-streams-samples/kafka-streams-metrics-demo/pom.xml;kafka-streams-samples/kafka-streams-multiple-input-topics/pom.xml;kafka-streams-samples/kafka-streams-product-tracker/pom.xml;kafka-streams-samples/kafka-streams-table-join/pom.xml;kafka-streams-samples/kafka-streams-to-rabbitmq-message-channel/pom.xml;kafka-streams-samples/kafka-streams-word-count/pom.xml;kafka-streams-samples/pom.xml;kinesis-samples/kinesis-produce-consume/pom.xml;kinesis-samples/kinesis-to-webflux/pom.xml;kinesis-samples/pom.xml;kotlin-rabbit-functions/pom.xml;multi-binder-samples/kafka-multi-binder-jaas/pom.xml;multi-binder-samples/multi-binder-dynamic-destinations/pom.xml;multi-binder-samples/multi-binder-kafka-rabbit/pom.xml;multi-binder-samples/multi-binder-kafka-streams/pom.xml;multi-binder-samples/multi-binder-sendto-dest-header/pom.xml;multi-binder-samples/multi-binder-two-kafka-clusters/pom.xml;multi-binder-samples/pom.xml;multi-functions-samples/function-composition-kafka/pom.xml;multi-functions-samples/function-composition-rabbit/pom.xml;multi-functions-samples/multi-functions-kafka/pom.xml;multi-functions-samples/multi-functions-rabbit/pom.xml;multi-functions-samples/pom.xml;partitioning-samples/kafka-partitioning/partitioning-consumer-sample-kafka/pom.xml;partitioning-samples/kafka-partitioning/partitioning-producer-sample-kafka/pom.xml;partitioning-samples/kafka-partitioning/pom.xml;partitioning-samples/pom.xml;partitioning-samples/rabbit-partitioning/partitioning-consumer-sample-rabbit/pom.xml;partitioning-samples/rabbit-partitioning/partitioning-producer-sample-rabbit/pom.xml;partitioning-samples/rabbit-partitioning/pom.xml;pom.xml;processor-samples/polled-consumer/pom.xml;processor-samples/pom.xml;processor-samples/reactive-processor-kafka/pom.xml;processor-samples/reactive-processor-rabbit/pom.xml;processor-samples/sensor-average-reactive-kafka/pom.xml;processor-samples/sensor-average-reactive-rabbit/pom.xml;processor-samples/streamlistener-basic/pom.xml;processor-samples/uppercase-transformer/pom.xml;routing-samples/message-routing-callback/pom.xml;routing-samples/pom.xml;schema-registry-samples/kafka-streams-schema-evolution/custom-confluent-producer1/pom.xml;schema-registry-samples/kafka-streams-schema-evolution/custom-confluent-producer2/pom.xml;schema-registry-samples/kafka-streams-schema-evolution/kafka-streams-confluent-consumer/pom.xml;schema-registry-samples/kafka-streams-schema-evolution/pom.xml;schema-registry-samples/pom.xml;schema-registry-samples/schema-registry-confluent-avro-serializer/pom.xml;schema-registry-samples/schema-registry-confluent-avro-serializer/schema-registry-confluent-avro-serializer-consumer/pom.xml;schema-registry-samples/schema-registry-confluent-avro-serializer/schema-registry-confluent-avro-serializer-producer1/pom.xml;schema-registry-samples/schema-registry-confluent-avro-serializer/schema-registry-confluent-avro-serializer-producer2/pom.xml;schema-registry-samples/schema-registry-confluent/pom.xml;schema-registry-samples/schema-registry-confluent/schema-registry-confluent-consumer/pom.xml;schema-registry-samples/schema-registry-confluent/schema-registry-confluent-producer1/pom.xml;schema-registry-samples/schema-registry-confluent/schema-registry-confluent-producer2/pom.xml;schema-registry-samples/schema-registry-vanilla-kafka-binder/kafka-streams-consumer/pom.xml;schema-registry-samples/schema-registry-vanilla-kafka-binder/pom.xml;schema-registry-samples/schema-registry-vanilla-kafka-binder/schema-registry-vanilla-consumer-kafka/pom.xml;schema-registry-samples/schema-registry-vanilla-kafka-binder/schema-registry-vanilla-producer1-kafka/pom.xml;schema-registry-samples/schema-registry-vanilla-kafka-binder/schema-registry-vanilla-producer2-kafka/pom.xml;schema-registry-samples/schema-registry-vanilla-rabbit-binder/pom.xml;schema-registry-samples/schema-registry-vanilla-rabbit-binder/schema-registry-vanilla-consumer-rabbit/pom.xml;schema-registry-samples/schema-registry-vanilla-rabbit-binder/schema-registry-vanilla-producer1-rabbit/pom.xml;schema-registry-samples/schema-registry-vanilla-rabbit-binder/schema-registry-vanilla-producer2-rabbit/pom.xml;schema-registry-samples/spring-schema-registry-kafka-standalone/pom.xml;source-samples/dynamic-destination-source-kafka/pom.xml;source-samples/dynamic-destination-source-rabbit/pom.xml;source-samples/pom.xml;streambridge-samples/pom.xml;streambridge-samples/stream-bridge-avro/pom.xml;testing-samples/pom.xml;testing-samples/test-embedded-kafka/pom.xml;testing-samples/testing-demo/pom.xml;transaction-kafka-samples/pom.xml;transaction-kafka-samples/transaction-http-source/pom.xml;transaction-kafka-samples/transaction-logger-sink/pom.xml;transaction-kafka-samples/transaction-spring-data-processor/pom.xml;,,,
RedHatTraining/DO400-apps,https://github.com/RedHatTraining/DO400-apps,main,cc78ffcccc68014a1c7d765e07d634fb462d392c,8,625,calculator-microservices/adder/pom.xml;calculator-microservices/multiplier/pom.xml;calculator-microservices/solver/pom.xml;calculator-monolith/pom.xml;home-automation-service/pom.xml;home-automation/pom.xml;school-library/pom.xml;shipping-calculator/pom.xml;shopping-cart-v2/pom.xml;shopping-cart/pom.xml;simple-calculator/pom.xml;,,,
pac4j/pac4j,https://github.com/pac4j/pac4j,master,bfd2873ae63015392a8ff27e030c33479651324a,2156,626,pac4j-cas/pom.xml;pac4j-config/pom.xml;pac4j-core/pom.xml;pac4j-couch/pom.xml;pac4j-gae/pom.xml;pac4j-http/pom.xml;pac4j-jakartaee/pom.xml;pac4j-javaee/pom.xml;pac4j-jee/pom.xml;pac4j-jwt/pom.xml;pac4j-kerberos/pom.xml;pac4j-ldap/pom.xml;pac4j-mongo/pom.xml;pac4j-oauth/pom.xml;pac4j-oidc/pom.xml;pac4j-saml/pom.xml;pac4j-springboot/pom.xml;pac4j-sql/pom.xml;pom.xml;,,,.github/workflows/ci.yml;.github/workflows/codeql.yml;
chengxy-nds/Springboot-Notebook,https://github.com/chengxy-nds/Springboot-Notebook,master,7f158f2dc757fab03af4eee3fe4f26d2eb6511fe,1319,627,pom.xml;springboot-aop-redis-lua/pom.xml;springboot-aop-unifiedlog/pom.xml;springboot-database-doc/pom.xml;springboot-delayqueue/pom.xml;springboot-detect-faces/face-web/pom.xml;springboot-detect-faces/pom.xml;springboot-douyin-watermark/pom.xml;springboot-erupt/pom.xml;springboot-global-formatting/pom.xml;springboot-jasypt/pom.xml;springboot-magic-api/pom.xml;springboot-mqtt-messagepush/pom.xml;springboot-rabbitmq-confirm/pom.xml;springboot-realtime-data/pom.xml;springboot-redisson-lock/pom.xml;springboot-seata-transaction/account-server/pom.xml;springboot-seata-transaction/eureka-server/pom.xml;springboot-seata-transaction/order-server/pom.xml;springboot-seata-transaction/pom.xml;springboot-seata-transaction/storage-server/pom.xml;springboot-sharding-jdbc/pom.xml;springboot-testng-report/pom.xml;springboot-webhook-wechat/pom.xml;springboot-work-flowable/pom.xml;,,,
googleapis/google-api-java-client,https://github.com/googleapis/google-api-java-client,main,e56284dee759732fdcf840e0e1ed912ed0f0c879,1153,628,google-api-client-android/pom.xml;google-api-client-appengine/pom.xml;google-api-client-assembly/pom.xml;google-api-client-bom/pom.xml;google-api-client-gson/pom.xml;google-api-client-jackson2/pom.xml;google-api-client-java6/pom.xml;google-api-client-protobuf/pom.xml;google-api-client-servlet/pom.xml;google-api-client-xml/pom.xml;google-api-client/pom.xml;pom.xml;samples/install-without-bom/pom.xml;samples/pom.xml;samples/snapshot/pom.xml;samples/snippets/pom.xml;,,,.github/workflows/approve-readme.yaml;.github/workflows/auto-release.yaml;.github/workflows/ci.yaml;.github/workflows/downstream.yaml;
Swati4star/Images-to-PDF,https://github.com/Swati4star/Images-to-PDF,master,e4440d73bae7ca018ffb41532275ea89d3fc2733,804,629,,app/build.gradle;build.gradle;config/checkstyle.gradle;settings.gradle;,.travis.yml;,
wso2/product-is,https://github.com/wso2/product-is,master,8df6e87dbee09a291d490aa11f813e7d4d861d70,552,629,modules/api-resources/api-resources-full/pom.xml;modules/api-resources/pom.xml;modules/authenticators/pom.xml;modules/callhome/pom.xml;modules/connectors/pom.xml;modules/distribution/pom.xml;modules/features/org.wso2.identity.jaggery.apps.feature/pom.xml;modules/features/org.wso2.identity.styles.feature/pom.xml;modules/features/org.wso2.identity.ui.feature/pom.xml;modules/features/org.wso2.identity.utils.feature/pom.xml;modules/features/pom.xml;modules/integration/pom.xml;modules/integration/tests-common/admin-clients/pom.xml;modules/integration/tests-common/extensions/pom.xml;modules/integration/tests-common/integration-test-utils/pom.xml;modules/integration/tests-common/pom.xml;modules/integration/tests-common/ui-pages/pom.xml;modules/integration/tests-cypress-integration/pom.xml;modules/integration/tests-cypress-integration/tests-cypress-common/pom.xml;modules/integration/tests-cypress-integration/tests-identity-apps/pom.xml;modules/integration/tests-integration/pom.xml;modules/integration/tests-integration/tests-backend/pom.xml;modules/integration/tests-ui-integration/pom.xml;modules/integration/tests-ui-integration/tests-ui/pom.xml;modules/local-authenticators/pom.xml;modules/oauth2-grant-types/pom.xml;modules/p2-profile-gen/pom.xml;modules/provisioning-connectors/pom.xml;modules/social-authenticators/pom.xml;modules/styles/pom.xml;modules/styles/product/pom.xml;modules/styles/service/pom.xml;modules/tests-utils/admin-services/pom.xml;modules/tests-utils/admin-stubs/pom.xml;modules/tests-utils/pom.xml;pom.xml;product-scenarios/1-manage-users-and-roles/1.1-admin-user-manage-roles/1.1.1-manage-roles-with-scim2/pom.xml;product-scenarios/1-manage-users-and-roles/1.1-admin-user-manage-roles/1.1.2-manage-roles-with-scim1/pom.xml;product-scenarios/1-manage-users-and-roles/1.1-admin-user-manage-roles/1.1.3-manage-roles-with-soap-services/pom.xml;product-scenarios/1-manage-users-and-roles/1.1-admin-user-manage-roles/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.1-manage-users-with-scim2/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.10-force-user-password-reset/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.11-lock-unlock-user-accounts/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.12-enable-disable-user-accounts/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.13-removing-user-account/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.14-manage-challenge-questions/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.15-user-session-management/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.16-claim-management/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.2-manage-users-with-scim1/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.3-manage-users-with-soap-services/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.4-register-user-with-email-verification/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.5-ask-password/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.6-bulk-user-import/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.7-prevent-access-upon-invalid-login-attempts/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.8-suspend-idle-user-accounts/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/1.2.9-authentication-analytics/pom.xml;product-scenarios/1-manage-users-and-roles/1.2-admin-user-manage-user-accounts/pom.xml;product-scenarios/1-manage-users-and-roles/1.3-user-management-with-multilayer-approval/pom.xml;product-scenarios/1-manage-users-and-roles/1.4-manage-user-stores/pom.xml;product-scenarios/1-manage-users-and-roles/pom.xml;product-scenarios/10-fine-grained-access-control/10.1-fine-grained-access-control-for-api-access/pom.xml;product-scenarios/10-fine-grained-access-control/pom.xml;product-scenarios/11-monitor-user-logins-and-sessions/pom.xml;product-scenarios/2-user-account-management/2.1-self-registration-via-end-user-portal/pom.xml;product-scenarios/2-user-account-management/2.2-self-registration-via-social-ipds/pom.xml;product-scenarios/2-user-account-management/2.3-self-registration-on-idp/pom.xml;product-scenarios/2-user-account-management/2.4-manage-own-user-account/2.4.1-update-profile/pom.xml;product-scenarios/2-user-account-management/2.4-manage-own-user-account/2.4.2-update-challenge-questions/pom.xml;product-scenarios/2-user-account-management/2.4-manage-own-user-account/2.4.3-update-consents/pom.xml;product-scenarios/2-user-account-management/2.4-manage-own-user-account/2.4.4-manage-user-associations/pom.xml;product-scenarios/2-user-account-management/2.4-manage-own-user-account/2.4.5-attach-fido-token/pom.xml;product-scenarios/2-user-account-management/2.4-manage-own-user-account/2.4.6-recover-user-account/pom.xml;product-scenarios/2-user-account-management/2.4-manage-own-user-account/2.4.7-recover-password/pom.xml;product-scenarios/2-user-account-management/2.4-manage-own-user-account/2.4.8-monitor-login/pom.xml;product-scenarios/2-user-account-management/2.4-manage-own-user-account/pom.xml;product-scenarios/2-user-account-management/pom.xml;product-scenarios/3-identity-provisioning/3.1-role-based/pom.xml;product-scenarios/3-identity-provisioning/3.2-rule-based/pom.xml;product-scenarios/3-identity-provisioning/pom.xml;product-scenarios/4-single-sign-on/4.1-sso-for-web-app/4.1.1-sso-with-saml/pom.xml;product-scenarios/4-single-sign-on/4.1-sso-for-web-app/4.1.2-saml-eidas/pom.xml;product-scenarios/4-single-sign-on/4.1-sso-for-web-app/4.1.3-saml-2-artifact-binding/pom.xml;product-scenarios/4-single-sign-on/4.1-sso-for-web-app/4.1.4-sso-with-oidc/4.1.4.1-dcr/pom.xml;product-scenarios/4-single-sign-on/4.1-sso-for-web-app/4.1.4-sso-with-oidc/4.1.4.2-request-object-support/pom.xml;product-scenarios/4-single-sign-on/4.1-sso-for-web-app/4.1.4-sso-with-oidc/4.1.4.3-basic-profile/pom.xml;product-scenarios/4-single-sign-on/4.1-sso-for-web-app/4.1.4-sso-with-oidc/4.1.4.4-implicit-profile/pom.xml;product-scenarios/4-single-sign-on/4.1-sso-for-web-app/4.1.4-sso-with-oidc/4.1.4.5-hybrid-profile/pom.xml;product-scenarios/4-single-sign-on/4.1-sso-for-web-app/4.1.4-sso-with-oidc/pom.xml;product-scenarios/4-single-sign-on/4.1-sso-for-web-app/4.1.5-sso-with-ws-federation/pom.xml;product-scenarios/4-single-sign-on/4.1-sso-for-web-app/4.1.6-sso-with-cross-protocol/pom.xml;product-scenarios/4-single-sign-on/4.1-sso-for-web-app/4.1.7-sso-with-end-user-consent/pom.xml;product-scenarios/4-single-sign-on/4.1-sso-for-web-app/pom.xml;product-scenarios/4-single-sign-on/4.2-sso-for-mobile/pom.xml;product-scenarios/4-single-sign-on/4.3-sso-for-spa/pom.xml;product-scenarios/4-single-sign-on/4.4-application-management/4.4.1-soap-apis/pom.xml;product-scenarios/4-single-sign-on/4.4-application-management/pom.xml;product-scenarios/4-single-sign-on/pom.xml;product-scenarios/5-sso-with-identity-federation/5.1-login-with-standard-protocols/pom.xml;product-scenarios/5-sso-with-identity-federation/5.2-login-with-social-authenticators/pom.xml;product-scenarios/5-sso-with-identity-federation/5.3-federation-proxy/pom.xml;product-scenarios/5-sso-with-identity-federation/5.4-git-provisioning-to-identity-server/pom.xml;product-scenarios/5-sso-with-identity-federation/5.5-git-provisioning-to-cloud-server/pom.xml;product-scenarios/5-sso-with-identity-federation/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.1-multi-options-authentication/6.1.1-single-sign-on-with-multiple-local-authentications/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.1-multi-options-authentication/6.1.2-single-sign-on-with-multiple-local-authentications-and-federated-authentications/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.1-multi-options-authentication/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.2-multi-factor-authentication/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.3-adaptive-authentication/6.3.1-role-based-adaptive-authentication/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.3-adaptive-authentication/6.3.10-use-dynamic-prompt-with-adaptive-authentication/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.3-adaptive-authentication/6.3.2-user-age-based-adaptive-authentication/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.3-adaptive-authentication/6.3.3-tenant-based-adaptive-authentication/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.3-adaptive-authentication/6.3.4-user-store-based-adaptive-authentication/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.3-adaptive-authentication/6.3.5-ip-based-adaptive-authentication/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.3-adaptive-authentication/6.3.6-new-device-based-adaptive-authentication/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.3-adaptive-authentication/6.3.7-acr-based-adaptive-authentication/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.3-adaptive-authentication/6.3.8-risk-based-adaptive-authentication/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.3-adaptive-authentication/6.3.9-use-wso2-stream-processor-for-adaptive-authentication/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/6.3-adaptive-authentication/pom.xml;product-scenarios/6-adaptive-and-strong-authentication/pom.xml;product-scenarios/7-single-sign-on-with-controlled-access/7.1-manage-access-with-fine-grained-policies/7.1.1-allow-login-to-an-application-for-a-user-who-has-a-particular-role-only/pom.xml;product-scenarios/7-single-sign-on-with-controlled-access/7.1-manage-access-with-fine-grained-policies/7.1.2-allow-login-to-an-application-when-a-defined-time-duration-only/pom.xml;product-scenarios/7-single-sign-on-with-controlled-access/7.1-manage-access-with-fine-grained-policies/pom.xml;product-scenarios/7-single-sign-on-with-controlled-access/pom.xml;product-scenarios/8-single-sign-on-with-delegated-access-control/8.1-single-sign-on-with-saml-and-use-saml-grant-bearer/pom.xml;product-scenarios/8-single-sign-on-with-delegated-access-control/8.2-jwt-bearer/pom.xml;product-scenarios/8-single-sign-on-with-delegated-access-control/pom.xml;product-scenarios/9-access-delegation/9.1-access-delegation-with-end-user-authorization/9.1.1-authorization-code-grant-flow/pom.xml;product-scenarios/9-access-delegation/9.1-access-delegation-with-end-user-authorization/9.1.10-self-contained-access-token-as-authorization-grant/pom.xml;product-scenarios/9-access-delegation/9.1-access-delegation-with-end-user-authorization/9.1.2-authorization-code-grant-flow-with-pkce/pom.xml;product-scenarios/9-access-delegation/9.1-access-delegation-with-end-user-authorization/9.1.3-authorization-code-grant-flow-with-private-key-jwt-client-authentication/pom.xml;product-scenarios/9-access-delegation/9.1-access-delegation-with-end-user-authorization/9.1.4-authorization-code-grant-flow-with-mutual-tls-client-authentication/pom.xml;product-scenarios/9-access-delegation/9.1-access-delegation-with-end-user-authorization/9.1.5-implicit-grant-flow/pom.xml;product-scenarios/9-access-delegation/9.1-access-delegation-with-end-user-authorization/9.1.6-password-grant-flow/pom.xml;product-scenarios/9-access-delegation/9.1-access-delegation-with-end-user-authorization/9.1.7-client-credentials-grant-flow/pom.xml;product-scenarios/9-access-delegation/9.1-access-delegation-with-end-user-authorization/9.1.8-refresh-grant-flow/pom.xml;product-scenarios/9-access-delegation/9.1-access-delegation-with-end-user-authorization/9.1.9-revoke-authorization-grant/pom.xml;product-scenarios/9-access-delegation/9.1-access-delegation-with-end-user-authorization/pom.xml;product-scenarios/9-access-delegation/9.2-access-delegation-with-user-managed-access/pom.xml;product-scenarios/9-access-delegation/pom.xml;product-scenarios/code-coverage/pom.xml;product-scenarios/pom.xml;product-scenarios/scenarios-commons/pom.xml;,,,.github/workflows/dependency-updater.yml;.github/workflows/fork-branch-deleter.yml;.github/workflows/oidc-conformance-test.yml;.github/workflows/pr-builder-test-JDK11.yml;.github/workflows/product-is-builder-jdk17.yml;
amirzaidi/Launcher3,https://github.com/amirzaidi/Launcher3,o-mr1,5605dd10845b2ed841cadaf3dddcb0205c057c60,3688,629,,build.gradle;,,
abel533/Mybatis-Spring,https://github.com/abel533/Mybatis-Spring,master,8accac2019ce3e4b1ddc227948db1437bcc39264,942,633,pom.xml;,,,
edmodo/range-bar,https://github.com/edmodo/range-bar,master,ad944d2c5fafdeea9398965693aee98954ce0f78,716,635,,RangeBarSample/build.gradle;build.gradle;rangebar/build.gradle;settings.gradle;,,.github/workflows/codeql-analysis.yml;.github/workflows/mobsf-scan.yml;
eclipse-openj9/openj9,https://github.com/eclipse-openj9/openj9,master,2d8e006e0ce8986dc287c3835cb74b1562170b86,2902,635,,,,.github/workflows/assign-to-project.yml;.github/workflows/autoTestPR.yml;.github/workflows/presubmit.yml;.github/workflows/rmAutoTestPRBranch.yml;.github/workflows/runAqa.yml;
raphw/byte-buddy,https://github.com/raphw/byte-buddy,master,59ec22b3910dc1bcbb559b448b728b9f2338151d,5049,637,byte-buddy-agent/pom.xml;byte-buddy-android-test/pom.xml;byte-buddy-android/pom.xml;byte-buddy-benchmark/pom.xml;byte-buddy-dep/pom.xml;byte-buddy-gradle-plugin/pom.xml;byte-buddy-maven-plugin/pom.xml;byte-buddy-maven-plugin/src/test/resources/net/bytebuddy/test/argument.pom.xml;byte-buddy-maven-plugin/src/test/resources/net/bytebuddy/test/empty.pom.xml;byte-buddy-maven-plugin/src/test/resources/net/bytebuddy/test/entry.illegal.pom.xml;byte-buddy-maven-plugin/src/test/resources/net/bytebuddy/test/entry.illegal.transform.pom.xml;byte-buddy-maven-plugin/src/test/resources/net/bytebuddy/test/entry.pom.xml;byte-buddy-maven-plugin/src/test/resources/net/bytebuddy/test/illegal.apply.pom.xml;byte-buddy-maven-plugin/src/test/resources/net/bytebuddy/test/illegal.pom.xml;byte-buddy-maven-plugin/src/test/resources/net/bytebuddy/test/live.allowed.pom.xml;byte-buddy-maven-plugin/src/test/resources/net/bytebuddy/test/live.pom.xml;byte-buddy-maven-plugin/src/test/resources/net/bytebuddy/test/simple.pom.xml;byte-buddy-maven-plugin/src/test/resources/net/bytebuddy/test/suffix.pom.xml;byte-buddy-maven-plugin/src/test/resources/net/bytebuddy/test/test.pom.xml;byte-buddy/pom.xml;pom.xml;,byte-buddy-gradle-plugin/build.gradle;byte-buddy-gradle-plugin/build.legacy.gradle;byte-buddy-gradle-plugin/common.gradle;byte-buddy-gradle-plugin/mavenBridge/build.gradle;byte-buddy-gradle-plugin/settings.gradle;,,.github/workflows/codeql-analysis.yml;.github/workflows/main.yml;.github/workflows/scorecards.yml;
