name,link,Default Branch,SHA,Stargazers Count,Forks Count,Maven,Gradle,Travis CI,Github Actions,Maven Jacoco, Maven Cobertura,Maven Javadoc,Gradle Jacoco,Gradle Cobertura,Gradle Javadoc,Travis Codecov,Travis Jacoco, Travis Cobertura,Travis Javadoc,GA Codecov,GA Jacoco, GA Cobertura,GA Javadoc
liaohuqiu/cube-sdk,https://github.com/liaohuqiu/cube-sdk,master,4446b1f156ad609fe72a4e7cd5de3c4c95761d96,1205,458,core/pom.xml;pom.xml;template/core/pom.xml;,build.gradle;core/build.gradle;core/gradle-mvn-push.gradle;settings.gradle;,.travis.yml;,,,,pom.xml;,,,core/gradle-mvn-push.gradle;,,,,,,,,
oubowu/OuNews,https://github.com/oubowu/OuNews,master,5f66b0645c8e78d5e26bedbd57b47b870194c579,1552,459,,app/build.gradle;build.gradle;changeskin/build.gradle;daogenerator/build.gradle;settings.gradle;slideback/build.gradle;,,,,,,,,,,,,,,,,
kerasking/MaterialDialog,https://github.com/kerasking/MaterialDialog,master,663be3ba1fe736577142cb4c0cb70e51d7562e0c,7,459,,build.gradle;demo/build.gradle;library/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
Jude95/EasyRecyclerView,https://github.com/Jude95/EasyRecyclerView,master,173ef7c5d053c8d82ca2f805cacccc3e2b6827d8,2027,460,,build.gradle;demo/build.gradle;easyrecyclerview/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
google/open-location-code,https://github.com/google/open-location-code,main,8a4173398f7e362e61aa9ce418b5cd248f99ffe4,3667,461,java/pom.xml;,android_demo/android/build.gradle;android_demo/build.gradle;android_demo/settings.gradle;,,.github/workflows/main.yml;,,,java/pom.xml;,,,,,,,,,,,
hbb20/CountryCodePickerProject,https://github.com/hbb20/CountryCodePickerProject,master,d4d759e300d1a0e9d1d09bb5fe3556a8eb530c28,1318,461,,app/build.gradle;build.gradle;ccp/build.gradle;settings.gradle;,,,,,,,,ccp/build.gradle;,,,,,,,,
jzyong/game-server,https://github.com/jzyong/game-server,master,2960c332cab9a645e4bcfb7c166807bc622e1a54,1020,462,game-ai/pom.xml;game-bydr-scripts/pom.xml;game-bydr-world-scripts/pom.xml;game-bydr-world/pom.xml;game-bydr/pom.xml;game-cluster-scripts/pom.xml;game-cluster/pom.xml;game-config/pom.xml;game-engine/pom.xml;game-gate-scripts/pom.xml;game-gate/pom.xml;game-hall-scripts/pom.xml;game-hall/pom.xml;game-manage/pom.xml;game-maven-plugin/pom.xml;game-message/pom.xml;game-model/pom.xml;game-tool-scripts/pom.xml;game-tool/pom.xml;pom.xml;,,,,,,game-cluster-scripts/pom.xml;game-cluster/pom.xml;game-engine/pom.xml;game-gate-scripts/pom.xml;game-maven-plugin/pom.xml;game-tool-scripts/pom.xml;,,,,,,,,,,,
ixrjog/opscloud4,https://github.com/ixrjog/opscloud4,master,f66a7d6bae5a4efab8001b6ead2c6ed1c59b60d2,1058,464,opscloud-common/pom.xml;opscloud-datasource-aliyun-core/pom.xml;opscloud-datasource-aliyun-dms/pom.xml;opscloud-datasource-aliyun-domain/pom.xml;opscloud-datasource-aliyun-ecs/pom.xml;opscloud-datasource-aliyun-log/pom.xml;opscloud-datasource-aliyun-ons/pom.xml;opscloud-datasource-aliyun-ram/pom.xml;opscloud-datasource-aliyun-rds/pom.xml;opscloud-datasource-aliyun-redis/pom.xml;opscloud-datasource-aliyun/pom.xml;opscloud-datasource-ansible/pom.xml;opscloud-datasource-aws-core/pom.xml;opscloud-datasource-aws-ec2/pom.xml;opscloud-datasource-aws-iam/pom.xml;opscloud-datasource-aws-route53/pom.xml;opscloud-datasource-aws-sqs/pom.xml;opscloud-datasource-aws/pom.xml;opscloud-datasource-core/pom.xml;opscloud-datasource-dingtalk/pom.xml;opscloud-datasource-gitlab/pom.xml;opscloud-datasource-jenkins/pom.xml;opscloud-datasource-kubernetes/pom.xml;opscloud-datasource-ldap/pom.xml;opscloud-datasource-message/pom.xml;opscloud-datasource-nacos/pom.xml;opscloud-datasource-nexus/pom.xml;opscloud-datasource-sonar/pom.xml;opscloud-datasource-tencent-exmail/pom.xml;opscloud-datasource-zabbix/pom.xml;opscloud-datasource/pom.xml;opscloud-domain/pom.xml;opscloud-event/pom.xml;opscloud-guacamole/pom.xml;opscloud-kubernetes-terminal/pom.xml;opscloud-manage/pom.xml;opscloud-otp/pom.xml;opscloud-service/pom.xml;opscloud-ssh-core/pom.xml;opscloud-ssh-server/pom.xml;opscloud-terminal-audit/pom.xml;opscloud-terminal/pom.xml;opscloud-workorder/pom.xml;pom.xml;,,,,,,,,,,,,,,,,,
rprince8693/java-project,https://github.com/rprince8693/java-project,master,a122d929858a43c85d9bc11fe132cfc538a16534,1,464,,,,,,,,,,,,,,,,,,
OCNYang/Android-Animation-Set,https://github.com/OCNYang/Android-Animation-Set,master,a0cdc497a23f5537f258275f417515278787760e,2566,465,,app/build.gradle;build.gradle;constraint-animation/build.gradle;drawable-animation/build.gradle;property-animation/build.gradle;reveal-animation/build.gradle;ripple-animation/build.gradle;settings.gradle;state-animation/build.gradle;transition-animation/build.gradle;vector-animation/build.gradle;view-animation/build.gradle;,,,,,,,,,,,,,,,,
centic9/jgit-cookbook,https://github.com/centic9/jgit-cookbook,master,9ecaddcb98098327faeee2bbcb725abcdb714d0d,1480,465,pom.xml;,build.gradle;httpserver/build.gradle;,.travis.yml;,.github/workflows/gradle-build.yml;,,,,,,,,,,,,,,
Adefuye/Projects,https://github.com/Adefuye/Projects,master,ca2598278016a8de7220f2960eaa2a1c9e042766,42,466,,,,,,,,,,,,,,,,,,
Ardesco/Selenium-Maven-Template,https://github.com/Ardesco/Selenium-Maven-Template,master,010ef7b453718c759de9293cae75a70b79e370c8,438,470,pom.xml;,,,,,,,,,,,,,,,,,
springframeworkguru/spring5-mysql-recipe-app,https://github.com/springframeworkguru/spring5-mysql-recipe-app,master,bb13e57adfda5836aee3f96534a3d4fcf0fa0303,21,470,pom.xml;,,,,,pom.xml;,,,,,,,,,,,,
JakeWharton/Telecine,https://github.com/JakeWharton/Telecine,master,54293b7117164345a1df3005db89701e12ea99d4,2481,473,,build.gradle;settings.gradle;telecine/build.gradle;,.travis.yml;,,,,,,,,,,,,,,,
learning-zone/java-interview-questions,https://github.com/learning-zone/java-interview-questions,master,120f86f7eeb2f43b572e1d268b82f08852c05ff0,933,476,,,,,,,,,,,,,,,,,,
spotbugs/spotbugs,https://github.com/spotbugs/spotbugs,master,56b996ee84a86c492d5b27248a424bfa991e6ef3,2746,478,,build.gradle;buildSrc/build.gradle.kts;buildSrc/src/main/kotlin/constraints.gradle.kts;buildSrc/src/main/kotlin/eclipse-convention.gradle.kts;eclipsePlugin-junit/build.gradle;eclipsePlugin-test/build.gradle;eclipsePlugin/build.gradle;gradle/checkstyle.gradle;gradle/eclipse.gradle;gradle/idea.gradle;gradle/jacoco.gradle;gradle/java.gradle;gradle/javadoc.gradle;gradle/jigsaw.gradle;gradle/maven.gradle;gradle/sonar.gradle;gradle/spotless.gradle;gradle/test.gradle;settings.gradle;spotbugs-annotations/build.gradle;spotbugs-ant/build.gradle;spotbugs-tests/build.gradle;spotbugs/build.gradle;spotbugsTestCases/build.gradle;test-harness-core/build.gradle;test-harness-jupiter/build.gradle;test-harness/build.gradle;,,.github/workflows/build.yml;.github/workflows/release.yml;,,,,build.gradle;eclipsePlugin-junit/build.gradle;gradle/jacoco.gradle;gradle/sonar.gradle;spotbugs-ant/build.gradle;spotbugs-tests/build.gradle;,,eclipsePlugin-test/build.gradle;eclipsePlugin/build.gradle;gradle/eclipse.gradle;gradle/idea.gradle;gradle/java.gradle;gradle/javadoc.gradle;spotbugs-annotations/build.gradle;spotbugs-ant/build.gradle;spotbugs/build.gradle;spotbugsTestCases/build.gradle;test-harness-core/build.gradle;test-harness-jupiter/build.gradle;test-harness/build.gradle;,,,,,,,,
springframeworkguru/spring5-reactive-mongo-recipe-app,https://github.com/springframeworkguru/spring5-reactive-mongo-recipe-app,master,03a153588aa0b5c05e651b977c5a87fb12ae6970,58,478,,build.gradle;,,,,,,build.gradle;,,,,,,,,,,
codepath/android_university_lab1,https://github.com/codepath/android_university_lab1,main,9e67eb9cdf0a6a7d1f41ddf1e5ecf5632e3407bf,3,479,,app/build.gradle;build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
linuxacademy/content-jenkins-pipeline,https://github.com/linuxacademy/content-jenkins-pipeline,master,9067d58fdfb20d650ccf4e03da527fde2f9053eb,1,480,,,,,,,,,,,,,,,,,,
jenly1314/KingTV,https://github.com/jenly1314/KingTV,master,d44923c387d524e73aa7284187e3320b0dd58b60,1601,480,,app/build.gradle;app/tinker-support.gradle;build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
kolorobot/spring-mvc-quickstart-archetype,https://github.com/kolorobot/spring-mvc-quickstart-archetype,master,48905937af634619175ed159c9597fbab3a3ff66,1029,481,pom.xml;src/main/resources/archetype-resources/pom.xml;,,,,,,,,,,,,,,,,,
awslabs/aws-serverless-java-container,https://github.com/awslabs/aws-serverless-java-container,main,e0a0d907b3bc0fd4ec31579853104aaf84921f1b,1197,482,aws-serverless-java-container-core/pom.xml;aws-serverless-java-container-jersey/pom.xml;aws-serverless-java-container-spark/pom.xml;aws-serverless-java-container-spring/pom.xml;aws-serverless-java-container-springboot2/pom.xml;aws-serverless-java-container-struts2/pom.xml;aws-serverless-jersey-archetype/pom.xml;aws-serverless-jersey-archetype/src/main/resources/archetype-resources/pom.xml;aws-serverless-spark-archetype/pom.xml;aws-serverless-spark-archetype/src/main/resources/archetype-resources/pom.xml;aws-serverless-spring-archetype/pom.xml;aws-serverless-spring-archetype/src/main/resources/archetype-resources/pom.xml;aws-serverless-springboot2-archetype/pom.xml;aws-serverless-springboot2-archetype/src/main/resources/archetype-resources/pom.xml;aws-serverless-struts2-archetype/pom.xml;aws-serverless-struts2-archetype/src/main/resources/archetype-resources/pom.xml;pom.xml;samples/jersey/pet-store/pom.xml;samples/quarkus/pet-store/pom.xml;samples/spark/pet-store/pom.xml;samples/spring/pet-store/pom.xml;samples/springboot2/pet-store/pom.xml;samples/struts2/pet-store/pom.xml;,aws-serverless-jersey-archetype/src/main/resources/archetype-resources/build.gradle;aws-serverless-spark-archetype/src/main/resources/archetype-resources/build.gradle;aws-serverless-spring-archetype/src/main/resources/archetype-resources/build.gradle;aws-serverless-springboot2-archetype/src/main/resources/archetype-resources/build.gradle;aws-serverless-struts2-archetype/src/main/resources/archetype-resources/build.gradle;samples/jersey/pet-store/build.gradle;samples/micronaut/pet-store/build.gradle;samples/micronaut/pet-store/settings.gradle;samples/spark/pet-store/build.gradle;samples/spring/pet-store/build.gradle;samples/springboot2/pet-store/build.gradle;samples/struts2/pet-store/build.gradle;,,.github/workflows/continuous-integration-workflow.yml;.github/workflows/release.yml;,aws-serverless-java-container-core/pom.xml;aws-serverless-java-container-jersey/pom.xml;aws-serverless-java-container-spark/pom.xml;aws-serverless-java-container-spring/pom.xml;aws-serverless-java-container-springboot2/pom.xml;aws-serverless-java-container-struts2/pom.xml;,,pom.xml;,,,,,,,,,.github/workflows/continuous-integration-workflow.yml;,,
json-iterator/java,https://github.com/json-iterator/java,master,6925cf4c19d313504b416f58a349a36bf563e0e1,1380,482,demo/pom.xml;pom.xml;,android-demo/build.gradle;android-demo/settings.gradle;,.travis.yml;,,,pom.xml;,pom.xml;,,,,.travis.yml;,,.travis.yml;,,,,,
CyanogenMod/android_packages_apps_Trebuchet,https://github.com/CyanogenMod/android_packages_apps_Trebuchet,cm-14.1,205a65016614e13970418d50b68b2a3698e70eec,466,484,,build.gradle;,,,,,,,,,,,,,,,,
springframeworkguru/spring5-mongo-recipe-app,https://github.com/springframeworkguru/spring5-mongo-recipe-app,master,032fb16e59b55c2ff1e0e02e30202970af54fbd5,42,484,,build.gradle;,,,,,,build.gradle;,,,,,,,,,,
qiniu/java-sdk,https://github.com/qiniu/java-sdk,master,52463b10a8ce3545920eeb56e522473674f393d9,523,485,,build.gradle;mvn_push.gradle;settings.gradle;,,.github/workflows/ci-test.yml;.github/workflows/codeql-analysis.yml;,,,,build.gradle;,,build.gradle;mvn_push.gradle;,,,,,,,,
spring-projects/spring-security-saml,https://github.com/spring-projects/spring-security-saml,main,08a236e1c65c4fb559282a7f16115e6f122d77b0,407,485,,build.gradle;core/build.gradle;gradle/ide.gradle;sample/build.gradle;settings.gradle;,.travis.yml;,,,,,,,build.gradle;,,,,,,,,
borball/weixin-sdk,https://github.com/borball/weixin-sdk,master,ed624144fda218f7f85915de26012fa15940c87c,973,486,pom.xml;weixin-app/pom.xml;weixin-common/pom.xml;weixin-mp/pom.xml;weixin-open/pom.xml;weixin-parent/pom.xml;weixin-pay/pom.xml;weixin-qydev/pom.xml;,,,,,,pom.xml;,,,,,,,,,,,
PomepuyN/BlurEffectForAndroidDesign,https://github.com/PomepuyN/BlurEffectForAndroidDesign,master,18565cc259b6ddc6099a63146657db14d70e426b,1979,487,,,,,,,,,,,,,,,,,,
apache/lucene,https://github.com/apache/lucene,main,64321114e1d8579e52376a97f5eb3e4cd13338e8,1005,488,,build.gradle;buildSrc/build.gradle;buildSrc/scriptDepVersions.gradle;dev-tools/missing-doclet/build.gradle;dev-tools/missing-doclet/settings.gradle;gradle/datasets/external-datasets.gradle;gradle/documentation/changes-to-html.gradle;gradle/documentation/check-broken-links.gradle;gradle/documentation/documentation.gradle;gradle/documentation/markdown.gradle;gradle/documentation/render-javadoc.gradle;gradle/generation/antlr.gradle;gradle/generation/forUtil.gradle;gradle/generation/icu.gradle;gradle/generation/javacc.gradle;gradle/generation/jflex.gradle;gradle/generation/kuromoji.gradle;gradle/generation/local-settings.gradle;gradle/generation/moman.gradle;gradle/generation/nori.gradle;gradle/generation/regenerate.gradle;gradle/generation/snowball.gradle;gradle/globals.gradle;gradle/hacks/dummy-outputs.gradle;gradle/hacks/gradle-archives.gradle;gradle/hacks/hashmapAssertions.gradle;gradle/hacks/turbocharge-jvm-opts.gradle;gradle/hacks/wipe-temp.gradle;gradle/help.gradle;gradle/ide/eclipse.gradle;gradle/ide/intellij-idea.gradle;gradle/java/folder-layout.gradle;gradle/java/jar-manifest.gradle;gradle/java/javac.gradle;gradle/java/modules-debugging.gradle;gradle/java/modules.gradle;gradle/maven/maven-to-local-m2.gradle;gradle/maven/maven-to-nexus-releases.gradle;gradle/maven/maven-to-nexus-snapshots.gradle;gradle/maven/publications-maven.gradle;gradle/maven/publications.gradle;gradle/maven/signing.gradle;gradle/native/disable-native.gradle;gradle/pylucene/pylucene.gradle;gradle/testing/alternative-jdk-support.gradle;gradle/testing/beasting.gradle;gradle/testing/coverage.gradle;gradle/testing/defaults-tests.gradle;gradle/testing/fail-on-no-tests.gradle;gradle/testing/failed-tests-at-end.gradle;gradle/testing/per-project-summary.gradle;gradle/testing/profiling.gradle;gradle/testing/randomization.gradle;gradle/testing/slowest-tests-at-end.gradle;gradle/validation/check-environment.gradle;gradle/validation/ecj-lint.gradle;gradle/validation/error-prone.gradle;gradle/validation/forbidden-apis.gradle;gradle/validation/git-status.gradle;gradle/validation/gradlew-scripts-tweaked.gradle;gradle/validation/jar-checks.gradle;gradle/validation/measure-task-times.gradle;gradle/validation/owasp-dependency-check.gradle;gradle/validation/precommit.gradle;gradle/validation/rat-sources.gradle;gradle/validation/spotless.gradle;gradle/validation/validate-source-patterns.gradle;gradle/validation/versions-props-sorted.gradle;lucene/analysis.tests/build.gradle;lucene/analysis/common/build.gradle;lucene/analysis/icu/build.gradle;lucene/analysis/kuromoji/build.gradle;lucene/analysis/morfologik.tests/build.gradle;lucene/analysis/morfologik/build.gradle;lucene/analysis/nori/build.gradle;lucene/analysis/opennlp/build.gradle;lucene/analysis/phonetic/build.gradle;lucene/analysis/smartcn/build.gradle;lucene/analysis/stempel/build.gradle;lucene/backward-codecs/build.gradle;lucene/benchmark/build.gradle;lucene/build.gradle;lucene/classification/build.gradle;lucene/codecs/build.gradle;lucene/core.tests/build.gradle;lucene/core/build.gradle;lucene/demo/build.gradle;lucene/distribution.tests/build.gradle;lucene/distribution/artifact-signing.gradle;lucene/distribution/binary-release.gradle;lucene/distribution/build.gradle;lucene/distribution/collect-maven-artifacts.gradle;lucene/distribution/source-release.gradle;lucene/documentation/build.gradle;lucene/expressions/build.gradle;lucene/facet/build.gradle;lucene/grouping/build.gradle;lucene/highlighter/build.gradle;lucene/join/build.gradle;lucene/luke/build.gradle;lucene/memory/build.gradle;lucene/misc/build.gradle;lucene/misc/native/build.gradle;lucene/monitor/build.gradle;lucene/queries/build.gradle;lucene/queryparser/build.gradle;lucene/replicator/build.gradle;lucene/sandbox/build.gradle;lucene/spatial-extras/build.gradle;lucene/spatial-test-fixtures/build.gradle;lucene/spatial3d/build.gradle;lucene/suggest/build.gradle;lucene/test-framework/build.gradle;settings.gradle;,,.github/workflows/distribution.yml;.github/workflows/gradle-precommit.yml;.github/workflows/hunspell.yml;,,,,gradle/testing/coverage.gradle;,,build.gradle;dev-tools/missing-doclet/build.gradle;gradle/documentation/check-broken-links.gradle;gradle/documentation/documentation.gradle;gradle/documentation/markdown.gradle;gradle/documentation/render-javadoc.gradle;gradle/hacks/turbocharge-jvm-opts.gradle;gradle/ide/eclipse.gradle;gradle/ide/intellij-idea.gradle;gradle/maven/publications-maven.gradle;gradle/testing/alternative-jdk-support.gradle;gradle/validation/ecj-lint.gradle;gradle/validation/error-prone.gradle;gradle/validation/validate-source-patterns.gradle;,,,,,,,,
cucumber/cucumber-java-skeleton,https://github.com/cucumber/cucumber-java-skeleton,main,067d1f40566b541592e23a6ab055ecf77018efda,355,488,pom.xml;,build.gradle.kts;,,.github/workflows/build.yml;,,,,,,,,,,,,,,
GoogleCloudPlatform/cloud-build-samples,https://github.com/GoogleCloudPlatform/cloud-build-samples,main,b259bb9d9d8a16a92ab1f09636e58e6f1a4c6e09,54,488,maven-example/pom.xml;,gradle-example/build.gradle;gradle-example/settings.gradle;,,,,,,,,,,,,,,,,
indy256/codelibrary,https://github.com/indy256/codelibrary,master,31ef3d3c9c10f517c01943bf70dc007344b4af68,1656,489,,,,.github/workflows/cpp.yml;.github/workflows/java.yml;.github/workflows/main.yml;,,,,,,,,,,,,,,
Zomato/AndroidPhotoFilters,https://github.com/Zomato/AndroidPhotoFilters,master,31e94f455fb1035b8e8e1af94fe8036f7fc3682f,2464,489,,build.gradle;example/build.gradle;photofilterssdk/build.gradle;photofilterssdk/maven-push.gradle;settings.gradle;,.travis.yml;,,,,,,,photofilterssdk/maven-push.gradle;,,,,,,,,
lenve/javaboy-code-samples,https://github.com/lenve/javaboy-code-samples,master,205dcaa99b362540fac2dd464fa4f5f1c302baac,1071,490,am_demo/pom.xml;aware_demo/pom.xml;basiclogin/pom.xml;batch_insert/pom.xml;boot_shiro/pom.xml;cors/cors/pom.xml;cors/cors2/pom.xml;data_scope/pom.xml;dd_demo/pom.xml;delay_queue/pom.xml;demo/pom.xml;demo02/pom.xml;docker-jib/pom.xml;docker/pom.xml;druid_monitor/pom.xml;dynamic_datasource_demo/pom.xml;ehcache/pom.xml;elasticjob/pom.xml;encode_resp/pom.xml;encrypt-spring-boot-starter/pom.xml;exception/pom.xml;fileupload/pom.xml;filterdemo/pom.xml;flash_map/pom.xml;flowable/pom.xml;freemarker/pom.xml;https/pom.xml;i18n/pom.xml;idempotence/pom.xml;idempotent/pom.xml;idempotent2/pom.xml;java8/pom.xml;javassm/pom.xml;jdbcmulti/pom.xml;jdbctemplate/pom.xml;jpa/pom.xml;jpa_method_name/pom.xml;jpa_one_to_many/pom.xml;jpamulti/pom.xml;jwt-demo/pom.xml;jwt/pom.xml;kaptcha/pom.xml;logging-spring-boot-starter/pom.xml;logging/pom.xml;logging_test/pom.xml;lombok/pom.xml;mail/pom.xml;maven_demo01/parent/pom.xml;maven_demo01/vhr-dao/pom.xml;maven_demo01/vhr-service/pom.xml;maven_parent/pom.xml;maven_parent/vhr-dao/pom.xml;maven_parent/vhr-service/pom.xml;minio_demo/pom.xml;mq_cluster_demo01/consumer/pom.xml;mq_cluster_demo01/pom.xml;mq_cluster_demo01/provider/pom.xml;mq_delayed_msg_demo/pom.xml;mq_rpc/consumer/pom.xml;mq_rpc/producer/pom.xml;mq_transaction/eureka/pom.xml;mq_transaction/order/pom.xml;mq_transaction/pom.xml;mq_transaction/service/pom.xml;mq_transaction/ticket/pom.xml;mq_transaction/user/pom.xml;mybatis/pom.xml;mybatis_gen/pom.xml;mybatismulti/pom.xml;pathpattern/pom.xml;permiss_demo/pom.xml;properties/pom.xml;quartz/pom.xml;rabbitmq/pom.xml;rabbitmq2/pom.xml;rabbitmq_ttl/pom.xml;rabbitmqdemo/pom.xml;ratelimiter/pom.xml;redis/pom.xml;repeated_read_json/pom.xml;restful/pom.xml;restfultools/pom.xml;scheduled/pom.xml;scheduling/pom.xml;seata-at/account/pom.xml;seata-at/business/pom.xml;seata-at/common/pom.xml;seata-at/eureka/pom.xml;seata-at/order/pom.xml;seata-at/pom.xml;seata-at/storage/pom.xml;seata-samples-master/pom.xml;seata-samples-master/saga/dubbo-saga-sample/pom.xml;seata-samples-master/saga/pom.xml;seata-samples-master/seata-xa/account-xa/pom.xml;seata-samples-master/seata-xa/business-xa/pom.xml;seata-samples-master/seata-xa/order-xa/pom.xml;seata-samples-master/seata-xa/pom.xml;seata-samples-master/seata-xa/storage-xa/pom.xml;seata-samples-master/springcloud-eureka-seata/account/pom.xml;seata-samples-master/springcloud-eureka-seata/bussiness/pom.xml;seata-samples-master/springcloud-eureka-seata/eureka/pom.xml;seata-samples-master/springcloud-eureka-seata/order/pom.xml;seata-samples-master/springcloud-eureka-seata/pom.xml;seata-samples-master/springcloud-eureka-seata/storage/pom.xml;seata-samples-master/tcc/pom.xml;seata-samples-master/tcc/transfer-tcc-sample/pom.xml;seata-tcc/account/pom.xml;seata-tcc/business/pom.xml;seata-tcc/common/pom.xml;seata-tcc/eureka/pom.xml;seata-tcc/order/pom.xml;seata-tcc/pom.xml;seata-tcc/storage/pom.xml;seata-xa/account/pom.xml;seata-xa/business/pom.xml;seata-xa/common/pom.xml;seata-xa/eureka/pom.xml;seata-xa/order/pom.xml;seata-xa/pom.xml;seata-xa/storage/pom.xml;security_demo_new/pom.xml;security_json/pom.xml;sessionshare/pom.xml;sharding-jdbc/pom.xml;shiro/shiro-basic/pom.xml;shiro/shiro-starter/pom.xml;shirodemo01/pom.xml;shirodemo02/pom.xml;spel_demo/pom.xml;spring-boot-starter-custom/mystarter/pom.xml;spring-boot-starter-custom/usemystarter/pom.xml;spring_di/pom.xml;spring_tran/pom.xml;spring_tran02/pom.xml;spring_tran03/pom.xml;spring_tran04/pom.xml;swagger2/pom.xml;thymeleaf/pom.xml;tips/pom.xml;xxl-job-demo/pom.xml;,,,,,,,,,,,,,,,,,
ushahidi/SMSSync,https://github.com/ushahidi/SMSSync,master,01b0271d87c6d095b187388dca9652b02d29abaa,1011,491,libraries/pay-me/pom.xml;,build.gradle;dependencies/dependencies.gradle;libraries/pay-me/build.gradle;libraries/survey-dialog/build.gradle;settings.gradle;sms-portals/build.gradle;smssync/build.gradle;,.travis.yml;,,,,,,,,,,,,,,,
spring-framework-guru/sfg-blog-posts,https://github.com/spring-framework-guru/sfg-blog-posts,master,3b3c5711bee6b2d5ba4e4b464bc0a4083b47b5fc,242,491,api-gateway-pattern/apigateway-service/pom.xml;api-gateway-pattern/message-service/pom.xml;api-gateway-pattern/pom.xml;argumentcaptors/pom.xml;autowiringdemo/pom.xml;basicauthentication/pom.xml;bean-definition-inheritance/pom.xml;bootstrapping-data-in-springboot/pom.xml;cachevict/pom.xml;custom-queries-with-spring-data-jpa/pom.xml;di-best-practices/pom.xml;docker-layer-svc1/pom.xml;docker-layer-svc2/pom.xml;error-handling-in-spring/pom.xml;eureka-service-registry/employee-service/pom.xml;eureka-service-registry/eureka-server/pom.xml;eureka-service-registry/pom.xml;example-post/pom.xml;external-configuration/pom.xml;fabric8-docker-maven/pom.xml;hikaricp-springboot2-mysql/pom.xml;java-bean-validation/pom.xml;java-list-operations/pom.xml;jdbc-template/pom.xml;maplombok/pom.xml;multimodule-spring-boot-project/module-1/pom.xml;multimodule-spring-boot-project/module-2/pom.xml;multimodule-spring-boot-project/pom.xml;multiple-data-sources/pom.xml;one-to-many-association/pom.xml;one-to-one-association/pom.xml;parameterizedqueries/pom.xml;pom.xml;publish-docker-image-to-docker-hub/pom.xml;rabbitmqspringapp/consumer-service/pom.xml;rabbitmqspringapp/pom.xml;rabbitmqspringapp/producer-service/pom.xml;request-body-demo/pom.xml;resourceloaderdemo/pom.xml;restserviceforproduct/pom.xml;resttemplate/pom.xml;scheduling-demo/pom.xml;spring-actuator-demo/pom.xml;spring-bean-scopes/pom.xml;spring-boot-docker-compose/pom.xml;spring-boot-docker-compose/user-service/pom.xml;spring-boot-docker/pom.xml;spring-boot-ehcache/pom.xml;spring-boot-pagination/pom.xml;spring-core-concepts/pom.xml;spring-factory-method/pom.xml;spring-filter/pom.xml;spring-profiles/pom.xml;spring-requestbody-annotation/pom.xml;spring-rest-docs/pom.xml;spring-retry/pom.xml;spring-state-machine/pom.xml;springawareinterfaces/pom.xml;springbeanlifecycle/pom.xml;springboot-graphql-app/pom.xml;springboot-internationalization/pom.xml;springboot-kafka-demo/pom.xml;springboot-lombok-part1/pom.xml;springboot-lombok-part2/pom.xml;springdependencyinjection/pom.xml;stored-procedure-call/pom.xml;stored-procedure-with-spring-boot/pom.xml;testingspringbootrestfulservice/pom.xml;,consul-integration/part-one/hello-service/build.gradle;consul-integration/part-one/hello-service/settings.gradle;consul-integration/part-one/users-service/build.gradle;consul-integration/part-one/users-service/settings.gradle;consul-integration/part-three/hello-service/build.gradle;consul-integration/part-three/hello-service/settings.gradle;consul-integration/part-three/users-service/build.gradle;consul-integration/part-three/users-service/settings.gradle;consul-integration/part-two/hello-service/build.gradle;consul-integration/part-two/hello-service/settings.gradle;consul-integration/part-two/users-service/build.gradle;consul-integration/part-two/users-service/settings.gradle;debugging-idea/build.gradle;debugging-idea/settings.gradle;gradlelombok/build.gradle;gradlelombok/settings.gradle;record/build.gradle;record/settings.gradle;spring-cloud-openfeign/feign/build.gradle;spring-cloud-openfeign/feign/settings.gradle;spring-cloud-openfeign/simple-client/build.gradle;spring-cloud-openfeign/simple-client/settings.gradle;,,,,,,,,,,,,,,,,
runelite/plugin-hub,https://github.com/runelite/plugin-hub,master,c8e32e89ab7f914a48f803be1b6a16d7507c0d28,126,492,,package/apirecorder/build.gradle;package/build.gradle;package/package/build.gradle;package/settings.gradle;package/target_init.gradle;package/upload/build.gradle;package/verification-template/build.gradle;package/verification-template/settings.gradle;templateplugin/build.gradle;templateplugin/settings.gradle;,.travis.yml;,.github/workflows/build.yml;,,,,,,,,,,,,,,
cloverfisher/zeus,https://github.com/cloverfisher/zeus,master,fc90c35cc989efe5ad19404016d65867e8a7706c,33,492,client/pom.xml;deploy/pom.xml;pom.xml;schedule/pom.xml;web/pom.xml;,,,,,,,,,,,,,,,,,
