name,link,Default Branch,SHA,Stargazers Count,Forks Count,Date,Maven,Gradle,Travis CI,Github Actions
TommyLemon/Android-ZBLibrary,https://github.com/TommyLemon/Android-ZBLibrary,master,19f3429972a9d3bc58bc8dd640e919cefdb8cda8,5093,1352,21/07/2022 16:36:41,,QRCodeLibrary/build.gradle;ZBLibrary/build.gradle;app/build.gradle;build.gradle;settings.gradle;,,.github/workflows/gradle.yml;
mik3y/usb-serial-for-android,https://github.com/mik3y/usb-serial-for-android,master,1091b4d88b33fa5a651f5f2b6410c8665dc8ea3e,3604,1367,21/07/2022 16:36:41,,build.gradle;settings.gradle;usbSerialExamples/build.gradle;usbSerialForAndroid/build.gradle;usbSerialForAndroid/coverage.gradle;,,.github/workflows/build.yml;
gzu-liyujiang/AndroidPicker,https://github.com/gzu-liyujiang/AndroidPicker,master,0938c9f6be669a27e38dfad785f6f39e50eb5598,5598,1381,21/07/2022 16:36:41,,AddressPicker/build.gradle;CalendarPicker/build.gradle;ColorPicker/build.gradle;Common/build.gradle;FilePicker/build.gradle;ImagePicker/build.gradle;WheelPicker/build.gradle;WheelView/build.gradle;app/build.gradle;build.gradle;gradle/app.gradle;gradle/common.gradle;gradle/config.gradle;gradle/dependency.gradle;gradle/git.gradle;gradle/init.d/init.gradle;gradle/library.gradle;gradle/publish.gradle;settings.gradle;,,.github/workflows/gradle-publish.yml;.github/workflows/release-apk.yml;
dromara/hmily,https://github.com/dromara/hmily,master,01cae1c1dc6ffb0dbf5e33bb6f529ce836853e60,3882,1386,21/07/2022 16:36:41,hmily-all/pom.xml;hmily-annotation/pom.xml;hmily-bom/pom.xml;hmily-common/pom.xml;hmily-config/hmily-config-all/pom.xml;hmily-config/hmily-config-api/pom.xml;hmily-config/hmily-config-apollo/pom.xml;hmily-config/hmily-config-consul/pom.xml;hmily-config/hmily-config-etcd/pom.xml;hmily-config/hmily-config-loader/pom.xml;hmily-config/hmily-config-local/pom.xml;hmily-config/hmily-config-nacos/pom.xml;hmily-config/hmily-config-zookeeper/pom.xml;hmily-config/pom.xml;hmily-core/pom.xml;hmily-demo/hmily-demo-common/pom.xml;hmily-demo/hmily-demo-tac/hmily-demo-tac-dubbo/hmily-demo-tac-dubbo-account/pom.xml;hmily-demo/hmily-demo-tac/hmily-demo-tac-dubbo/hmily-demo-tac-dubbo-inventory/pom.xml;hmily-demo/hmily-demo-tac/hmily-demo-tac-dubbo/hmily-demo-tac-dubbo-order/pom.xml;hmily-demo/hmily-demo-tac/hmily-demo-tac-dubbo/pom.xml;hmily-demo/hmily-demo-tac/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-brpc/hmily-demo-tcc-brpc-account/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-brpc/hmily-demo-tcc-brpc-inventory/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-brpc/hmily-demo-tcc-brpc-order/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-brpc/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-dubbo/hmily-demo-tcc-dubbo-account/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-dubbo/hmily-demo-tcc-dubbo-inventory/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-dubbo/hmily-demo-tcc-dubbo-order/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-dubbo/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-grpc/hmily-demo-tcc-grpc-account/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-grpc/hmily-demo-tcc-grpc-common/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-grpc/hmily-demo-tcc-grpc-inventory/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-grpc/hmily-demo-tcc-grpc-order/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-grpc/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-motan/hmily-demo-tcc-motan-account/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-motan/hmily-demo-tcc-motan-inventory/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-motan/hmily-demo-tcc-motan-order/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-motan/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-sofa/hmily-demo-tcc-sofa-account/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-sofa/hmily-demo-tcc-sofa-inventory/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-sofa/hmily-demo-tcc-sofa-order/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-sofa/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-springcloud/hmily-demo-tcc-springcloud-account/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-springcloud/hmily-demo-tcc-springcloud-eureka/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-springcloud/hmily-demo-tcc-springcloud-inventory/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-springcloud/hmily-demo-tcc-springcloud-order/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-springcloud/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-tars/hmily-demo-tcc-tars-account/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-tars/hmily-demo-tcc-tars-inventory/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-tars/hmily-demo-tcc-tars-order/pom.xml;hmily-demo/hmily-demo-tcc/hmily-demo-tcc-tars/pom.xml;hmily-demo/hmily-demo-tcc/pom.xml;hmily-demo/hmily-demo-xa/hmily-demo-xa-dubbo/hmily-demo-xa-dubbo-account/pom.xml;hmily-demo/hmily-demo-xa/hmily-demo-xa-dubbo/hmily-demo-xa-dubbo-inventory/pom.xml;hmily-demo/hmily-demo-xa/hmily-demo-xa-dubbo/hmily-demo-xa-dubbo-order/pom.xml;hmily-demo/hmily-demo-xa/hmily-demo-xa-dubbo/pom.xml;hmily-demo/hmily-demo-xa/pom.xml;hmily-demo/pom.xml;hmily-metrics/hmily-metrics-facade/pom.xml;hmily-metrics/hmily-metrics-prometheus/pom.xml;hmily-metrics/hmily-metrics-spi/pom.xml;hmily-metrics/pom.xml;hmily-repository/hmily-repository-all/pom.xml;hmily-repository/hmily-repository-database/hmily-repository-database-all/pom.xml;hmily-repository/hmily-repository-database/hmily-repository-database-manager/pom.xml;hmily-repository/hmily-repository-database/hmily-repository-database-mysql/pom.xml;hmily-repository/hmily-repository-database/hmily-repository-database-oracle/pom.xml;hmily-repository/hmily-repository-database/hmily-repository-database-postgresql/pom.xml;hmily-repository/hmily-repository-database/hmily-repository-database-sqlserver/pom.xml;hmily-repository/hmily-repository-database/pom.xml;hmily-repository/hmily-repository-etcd/pom.xml;hmily-repository/hmily-repository-file/pom.xml;hmily-repository/hmily-repository-mongodb/pom.xml;hmily-repository/hmily-repository-redis/pom.xml;hmily-repository/hmily-repository-spi/pom.xml;hmily-repository/hmily-repository-zookeeper/pom.xml;hmily-repository/pom.xml;hmily-rpc/hmily-apache-dubbo/pom.xml;hmily-rpc/hmily-brpc/pom.xml;hmily-rpc/hmily-dubbo/pom.xml;hmily-rpc/hmily-grpc/pom.xml;hmily-rpc/hmily-motan/pom.xml;hmily-rpc/hmily-sofa-rpc/pom.xml;hmily-rpc/hmily-springcloud/pom.xml;hmily-rpc/hmily-tars/pom.xml;hmily-rpc/pom.xml;hmily-serializer/hmily-serializer-all/pom.xml;hmily-serializer/hmily-serializer-hessian/pom.xml;hmily-serializer/hmily-serializer-jdk/pom.xml;hmily-serializer/hmily-serializer-kryo/pom.xml;hmily-serializer/hmily-serializer-msgpack/pom.xml;hmily-serializer/hmily-serializer-protobuf/pom.xml;hmily-serializer/hmily-serializer-spi/pom.xml;hmily-serializer/pom.xml;hmily-spi/pom.xml;hmily-spring-boot-starter/hmily-spring-boot-starter-apache-dubbo/pom.xml;hmily-spring-boot-starter/hmily-spring-boot-starter-brpc/pom.xml;hmily-spring-boot-starter/hmily-spring-boot-starter-dubbo/pom.xml;hmily-spring-boot-starter/hmily-spring-boot-starter-grpc/pom.xml;hmily-spring-boot-starter/hmily-spring-boot-starter-motan/pom.xml;hmily-spring-boot-starter/hmily-spring-boot-starter-parent/pom.xml;hmily-spring-boot-starter/hmily-spring-boot-starter-sofa-rpc/pom.xml;hmily-spring-boot-starter/hmily-spring-boot-starter-springcloud/pom.xml;hmily-spring-boot-starter/hmily-spring-boot-starter-tars/pom.xml;hmily-spring-boot-starter/pom.xml;hmily-spring/pom.xml;hmily-tac/hmily-tac-common/pom.xml;hmily-tac/hmily-tac-core/pom.xml;hmily-tac/hmily-tac-metadata/pom.xml;hmily-tac/hmily-tac-p6spy/pom.xml;hmily-tac/hmily-tac-sqlcompute/pom.xml;hmily-tac/hmily-tac-sqlparser/hmily-tac-sqlparser-all/pom.xml;hmily-tac/hmily-tac-sqlparser/hmily-tac-sqlparser-calcite/pom.xml;hmily-tac/hmily-tac-sqlparser/hmily-tac-sqlparser-model/pom.xml;hmily-tac/hmily-tac-sqlparser/hmily-tac-sqlparser-shardingsphere/pom.xml;hmily-tac/hmily-tac-sqlparser/hmily-tac-sqlparser-spi/pom.xml;hmily-tac/hmily-tac-sqlparser/pom.xml;hmily-tac/hmily-tac-sqlrevert/hmily-tac-sqlrevert-all/pom.xml;hmily-tac/hmily-tac-sqlrevert/hmily-tac-sqlrevert-core/pom.xml;hmily-tac/hmily-tac-sqlrevert/hmily-tac-sqlrevert-spi/pom.xml;hmily-tac/hmily-tac-sqlrevert/pom.xml;hmily-tac/pom.xml;hmily-tcc/pom.xml;hmily-xa/hmily-xa-core/pom.xml;hmily-xa/hmily-xa-p6spy/pom.xml;hmily-xa/hmily-xa-rpc/pom.xml;hmily-xa/pom.xml;pom.xml;,,,.github/workflows/main.yml;
oracle/graal,https://github.com/oracle/graal,master,5bb740508beb175c209804192c87d6f941a2b112,17244,1387,21/07/2022 16:36:41,substratevm/src/native-image-module-tests/hello.app/pom.xml;substratevm/src/native-image-module-tests/hello.lib/pom.xml;truffle/external_repos/simplelanguage/component/pom.xml;truffle/external_repos/simplelanguage/language/pom.xml;truffle/external_repos/simplelanguage/launcher/pom.xml;truffle/external_repos/simplelanguage/native/pom.xml;truffle/external_repos/simplelanguage/pom.xml;truffle/external_repos/simpletool/pom.xml;,,,.github/workflows/main.yml;.github/workflows/quarkus.yml;
KunMinX/Jetpack-MVVM-Best-Practice,https://github.com/KunMinX/Jetpack-MVVM-Best-Practice,master,019fa9e48f46ec475d685708f3e0e84f7e2743cf,7706,1413,21/07/2022 16:36:41,,app/build.gradle;architecture/build.gradle;build.gradle;settings.gradle;,,.github/workflows/ci.yml;
apache/commons-lang,https://github.com/apache/commons-lang,master,1311d6949a2b7487766ab3c5ba86c5b9ee84d42c,2306,1415,21/07/2022 16:36:41,pom.xml;,,,.github/workflows/codeql-analysis.yml;.github/workflows/coverage.yml;.github/workflows/maven.yml;
CatVodTVOfficial/TVBoxOSC,https://github.com/CatVodTVOfficial/TVBoxOSC,main,e8c12d2bf408feb129857e577803d918e613482f,1220,1489,21/07/2022 16:35:43,,app/build.gradle;build.gradle;player/build.gradle;settings.gradle;,,.github/workflows/test.yml;
gephi/gephi,https://github.com/gephi/gephi,master,5bd9f9663af32d85c0ac253f188706c3d02245a5,4891,1510,21/07/2022 16:35:43,modules/AlgorithmsPlugin/pom.xml;modules/AppearanceAPI/pom.xml;modules/AppearancePlugin/pom.xml;modules/AppearancePluginUI/pom.xml;modules/BatikWrapper/pom.xml;modules/CoreLibraryWrapper/pom.xml;modules/DBDrivers/pom.xml;modules/DataLaboratoryAPI/pom.xml;modules/DataLaboratoryPlugin/pom.xml;modules/DesktopAppearance/pom.xml;modules/DesktopBranding/pom.xml;modules/DesktopContext/pom.xml;modules/DesktopDataLaboratory/pom.xml;modules/DesktopExport/pom.xml;modules/DesktopFilters/pom.xml;modules/DesktopGenerate/pom.xml;modules/DesktopImport/pom.xml;modules/DesktopLayout/pom.xml;modules/DesktopPreview/pom.xml;modules/DesktopProject/pom.xml;modules/DesktopStatistics/pom.xml;modules/DesktopTimeline/pom.xml;modules/DesktopTools/pom.xml;modules/DesktopWindow/pom.xml;modules/DirectoryChooser/pom.xml;modules/ExportAPI/pom.xml;modules/ExportPlugin/pom.xml;modules/ExportPluginUI/pom.xml;modules/FiltersAPI/pom.xml;modules/FiltersImpl/pom.xml;modules/FiltersPlugin/pom.xml;modules/FiltersPluginUI/pom.xml;modules/GeneratorAPI/pom.xml;modules/GeneratorPlugin/pom.xml;modules/GeneratorPluginUI/pom.xml;modules/GraphAPI/pom.xml;modules/ImportAPI/pom.xml;modules/ImportPlugin/pom.xml;modules/ImportPluginUI/pom.xml;modules/LayoutAPI/pom.xml;modules/LayoutPlugin/pom.xml;modules/LongTaskAPI/pom.xml;modules/MostRecentFilesAPI/pom.xml;modules/PerspectiveAPI/pom.xml;modules/PreviewAPI/pom.xml;modules/PreviewExport/pom.xml;modules/PreviewExportUI/pom.xml;modules/PreviewPlugin/pom.xml;modules/ProjectAPI/pom.xml;modules/SettingsUpgrader/pom.xml;modules/StatisticsAPI/pom.xml;modules/StatisticsPlugin/pom.xml;modules/StatisticsPluginUI/pom.xml;modules/TimelineAPI/pom.xml;modules/ToolsAPI/pom.xml;modules/ToolsPlugin/pom.xml;modules/UIComponents/pom.xml;modules/UILibraryWrapper/pom.xml;modules/UIUtils/pom.xml;modules/Utils/pom.xml;modules/VisualizationAPI/pom.xml;modules/VisualizationImpl/pom.xml;modules/WelcomeScreen/pom.xml;modules/application/pom.xml;pom.xml;,,,.github/workflows/build.yml;.github/workflows/release.yml;
apache/flume,https://github.com/apache/flume,trunk,bfbfcbb17aa541e15c943939160f2ec99a7213b9,2300,1512,21/07/2022 16:35:43,build-support/pom.xml;flume-ng-auth/pom.xml;flume-ng-channels/flume-file-channel/pom.xml;flume-ng-channels/flume-jdbc-channel/pom.xml;flume-ng-channels/flume-kafka-channel/pom.xml;flume-ng-channels/flume-spillable-memory-channel/pom.xml;flume-ng-channels/pom.xml;flume-ng-clients/flume-ng-log4jappender/pom.xml;flume-ng-clients/pom.xml;flume-ng-configfilters/flume-ng-config-filter-api/pom.xml;flume-ng-configfilters/flume-ng-environment-variable-config-filter/pom.xml;flume-ng-configfilters/flume-ng-external-process-config-filter/pom.xml;flume-ng-configfilters/flume-ng-hadoop-credential-store-config-filter/pom.xml;flume-ng-configfilters/pom.xml;flume-ng-configuration/pom.xml;flume-ng-core/pom.xml;flume-ng-dist/pom.xml;flume-ng-embedded-agent/pom.xml;flume-ng-legacy-sources/flume-avro-source/pom.xml;flume-ng-legacy-sources/flume-thrift-source/pom.xml;flume-ng-legacy-sources/pom.xml;flume-ng-node/pom.xml;flume-ng-sdk/pom.xml;flume-ng-sinks/flume-hdfs-sink/pom.xml;flume-ng-sinks/flume-hive-sink/pom.xml;flume-ng-sinks/flume-http-sink/pom.xml;flume-ng-sinks/flume-irc-sink/pom.xml;flume-ng-sinks/flume-ng-hbase-sink/pom.xml;flume-ng-sinks/flume-ng-hbase2-sink/pom.xml;flume-ng-sinks/flume-ng-kafka-sink/pom.xml;flume-ng-sinks/flume-ng-kudu-sink/pom.xml;flume-ng-sinks/flume-ng-morphline-solr-sink/pom.xml;flume-ng-sinks/pom.xml;flume-ng-sources/flume-jms-source/pom.xml;flume-ng-sources/flume-kafka-source/pom.xml;flume-ng-sources/flume-scribe-source/pom.xml;flume-ng-sources/flume-taildir-source/pom.xml;flume-ng-sources/flume-twitter-source/pom.xml;flume-ng-sources/pom.xml;flume-ng-tests/pom.xml;flume-shared/flume-shared-kafka-test/pom.xml;flume-shared/flume-shared-kafka/pom.xml;flume-shared/pom.xml;flume-tools/pom.xml;pom.xml;,,.travis.yml.sav;,.github/workflows/build.yml;.github/workflows/codeql-analysis.yml;
apache/hudi,https://github.com/apache/hudi,master,a33bdd32e37a0a7859256f9db32d2bef0a44c1fa,3349,1521,21/07/2022 16:35:43,docker/hoodie/hadoop/base/pom.xml;docker/hoodie/hadoop/base_java11/pom.xml;docker/hoodie/hadoop/datanode/pom.xml;docker/hoodie/hadoop/historyserver/pom.xml;docker/hoodie/hadoop/hive_base/pom.xml;docker/hoodie/hadoop/namenode/pom.xml;docker/hoodie/hadoop/pom.xml;docker/hoodie/hadoop/prestobase/pom.xml;docker/hoodie/hadoop/spark_base/pom.xml;docker/hoodie/hadoop/sparkadhoc/pom.xml;docker/hoodie/hadoop/sparkmaster/pom.xml;docker/hoodie/hadoop/sparkworker/pom.xml;docker/hoodie/hadoop/trinobase/pom.xml;docker/hoodie/hadoop/trinocoordinator/pom.xml;docker/hoodie/hadoop/trinoworker/pom.xml;hudi-aws/pom.xml;hudi-cli/pom.xml;hudi-client/hudi-client-common/pom.xml;hudi-client/hudi-flink-client/pom.xml;hudi-client/hudi-java-client/pom.xml;hudi-client/hudi-spark-client/pom.xml;hudi-client/pom.xml;hudi-common/pom.xml;hudi-examples/hudi-examples-common/pom.xml;hudi-examples/hudi-examples-flink/pom.xml;hudi-examples/hudi-examples-java/pom.xml;hudi-examples/hudi-examples-spark/pom.xml;hudi-examples/pom.xml;hudi-flink-datasource/hudi-flink/pom.xml;hudi-flink-datasource/hudi-flink1.13.x/pom.xml;hudi-flink-datasource/hudi-flink1.14.x/pom.xml;hudi-flink-datasource/hudi-flink1.15.x/pom.xml;hudi-flink-datasource/pom.xml;hudi-gcp/pom.xml;hudi-hadoop-mr/pom.xml;hudi-integ-test/pom.xml;hudi-kafka-connect/pom.xml;hudi-spark-datasource/hudi-spark-common/pom.xml;hudi-spark-datasource/hudi-spark/pom.xml;hudi-spark-datasource/hudi-spark2-common/pom.xml;hudi-spark-datasource/hudi-spark2/pom.xml;hudi-spark-datasource/hudi-spark3-common/pom.xml;hudi-spark-datasource/hudi-spark3.1.x/pom.xml;hudi-spark-datasource/hudi-spark3/pom.xml;hudi-spark-datasource/pom.xml;hudi-sync/hudi-adb-sync/pom.xml;hudi-sync/hudi-datahub-sync/pom.xml;hudi-sync/hudi-hive-sync/pom.xml;hudi-sync/hudi-sync-common/pom.xml;hudi-sync/pom.xml;hudi-timeline-service/pom.xml;hudi-utilities/pom.xml;packaging/hudi-aws-bundle/pom.xml;packaging/hudi-datahub-sync-bundle/pom.xml;packaging/hudi-flink-bundle/pom.xml;packaging/hudi-gcp-bundle/pom.xml;packaging/hudi-hadoop-mr-bundle/pom.xml;packaging/hudi-hive-sync-bundle/pom.xml;packaging/hudi-integ-test-bundle/pom.xml;packaging/hudi-kafka-connect-bundle/pom.xml;packaging/hudi-presto-bundle/pom.xml;packaging/hudi-spark-bundle/pom.xml;packaging/hudi-timeline-server-bundle/pom.xml;packaging/hudi-trino-bundle/pom.xml;packaging/hudi-utilities-bundle/pom.xml;packaging/hudi-utilities-slim-bundle/pom.xml;pom.xml;,,,.github/workflows/bot.yml;
chefyuan/algorithm-base,https://github.com/chefyuan/algorithm-base,main,800f741e0b71ad02b2eab0557900a13c4dcd18a0,10045,1526,21/07/2022 16:35:43,,,,.github/workflows/check_dead_links.yml;.github/workflows/restructure_files.yml;
googlemaps/android-maps-utils,https://github.com/googlemaps/android-maps-utils,main,f0634a69d2af575c78bc1a637c95697641d90bdd,3374,1528,21/07/2022 16:35:43,,build.gradle;demo/build.gradle;library-v3/build.gradle;library/build.gradle;lint-checks/build.gradle;settings.gradle;,,.github/workflows/dependabot.yml;.github/workflows/release.yml;.github/workflows/test.yml;
processing/processing,https://github.com/processing/processing,master,8b15e4f548c1426df3a5ebe4c2106619faf7c4ba,6233,1533,21/07/2022 16:35:43,,,,.github/workflows/lock.yml;
dropwizard/metrics,https://github.com/dropwizard/metrics,release/4.2.x,f02680559363929455edec3c489adf5afd9f706d,7596,1801,21/07/2022 16:35:35,docs/pom.xml;metrics-annotation/pom.xml;metrics-benchmarks/pom.xml;metrics-bom/pom.xml;metrics-caffeine/pom.xml;metrics-caffeine3/pom.xml;metrics-collectd/pom.xml;metrics-core/pom.xml;metrics-ehcache/pom.xml;metrics-graphite/pom.xml;metrics-healthchecks/pom.xml;metrics-httpasyncclient/pom.xml;metrics-httpclient/pom.xml;metrics-httpclient5/pom.xml;metrics-jakarta-servlet/pom.xml;metrics-jakarta-servlets/pom.xml;metrics-jcache/pom.xml;metrics-jcstress/pom.xml;metrics-jdbi/pom.xml;metrics-jdbi3/pom.xml;metrics-jersey2/pom.xml;metrics-jersey3/pom.xml;metrics-jetty10/pom.xml;metrics-jetty11/pom.xml;metrics-jetty9/pom.xml;metrics-jmx/pom.xml;metrics-json/pom.xml;metrics-jvm/pom.xml;metrics-log4j2/pom.xml;metrics-logback/pom.xml;metrics-servlet/pom.xml;metrics-servlets/pom.xml;pom.xml;,,,.github/workflows/close_stale.yml;.github/workflows/maven.yml;.github/workflows/release.yml;
apache/dubbo-spring-boot-project,https://github.com/apache/dubbo-spring-boot-project,master,09dbae33ef54adb81286e773de24b250574c848e,5319,1857,21/07/2022 16:35:35,dubbo-spring-boot-actuator/pom.xml;dubbo-spring-boot-autoconfigure/pom.xml;dubbo-spring-boot-compatible/actuator/pom.xml;dubbo-spring-boot-compatible/autoconfigure/pom.xml;dubbo-spring-boot-compatible/pom.xml;dubbo-spring-boot-distribution/pom.xml;dubbo-spring-boot-parent/pom.xml;dubbo-spring-boot-samples/auto-configure-samples/consumer-sample/pom.xml;dubbo-spring-boot-samples/auto-configure-samples/pom.xml;dubbo-spring-boot-samples/auto-configure-samples/provider-sample/pom.xml;dubbo-spring-boot-samples/externalized-configuration-samples/consumer-sample/pom.xml;dubbo-spring-boot-samples/externalized-configuration-samples/pom.xml;dubbo-spring-boot-samples/externalized-configuration-samples/provider-sample/pom.xml;dubbo-spring-boot-samples/pom.xml;dubbo-spring-boot-samples/registry-samples/nacos-samples/consumer-sample/pom.xml;dubbo-spring-boot-samples/registry-samples/nacos-samples/pom.xml;dubbo-spring-boot-samples/registry-samples/nacos-samples/provider-sample/pom.xml;dubbo-spring-boot-samples/registry-samples/pom.xml;dubbo-spring-boot-samples/registry-samples/zookeeper-samples/consumer-sample/pom.xml;dubbo-spring-boot-samples/registry-samples/zookeeper-samples/pom.xml;dubbo-spring-boot-samples/registry-samples/zookeeper-samples/provider-sample/pom.xml;dubbo-spring-boot-samples/sample-api/pom.xml;dubbo-spring-boot-samples/service-introspection-samples/nacos-samples/consumer-sample/pom.xml;dubbo-spring-boot-samples/service-introspection-samples/nacos-samples/pom.xml;dubbo-spring-boot-samples/service-introspection-samples/nacos-samples/provider-sample/pom.xml;dubbo-spring-boot-samples/service-introspection-samples/pom.xml;dubbo-spring-boot-samples/service-introspection-samples/zookeeper-samples/consumer-sample/pom.xml;dubbo-spring-boot-samples/service-introspection-samples/zookeeper-samples/pom.xml;dubbo-spring-boot-samples/service-introspection-samples/zookeeper-samples/provider-sample/pom.xml;dubbo-spring-boot-samples/servlet-container-samples/consumer-sample/pom.xml;dubbo-spring-boot-samples/servlet-container-samples/pom.xml;dubbo-spring-boot-samples/servlet-container-samples/provider-sample/pom.xml;dubbo-spring-boot-starter/pom.xml;pom.xml;,,.travis.yml;,.github/workflows/dubbo-2.yml;
signalapp/Signal-Server,https://github.com/signalapp/Signal-Server,main,bf6d3aa32407ff52b5547ed6ce2e7a2f2bbb0f03,7726,1858,21/07/2022 16:35:35,gcm-sender-async/pom.xml;pom.xml;redis-dispatch/pom.xml;service/pom.xml;websocket-resources/pom.xml;,,,.github/workflows/test.yml;
pxb1988/dex2jar,https://github.com/pxb1988/dex2jar,2.x,e938cf0b654f9a2d48f2e25f9f7b3a0341ec002f,9980,1866,21/07/2022 16:35:35,,build.gradle;d2j-base-cmd/build.gradle;d2j-jasmin/build.gradle;d2j-smali/build.gradle;dex-ir/build.gradle;dex-reader-api/build.gradle;dex-reader/build.gradle;dex-tools/build.gradle;dex-translator/build.gradle;dex-writer/build.gradle;settings.gradle;,.travis.yml;,.github/workflows/gradle.yml;
alibaba/COLA,https://github.com/alibaba/COLA,master,2a284488c471616311e8e4833f7afa960d6e9304,7802,2124,21/07/2022 16:35:41,cola-archetypes/cola-archetype-service/pom.xml;cola-archetypes/cola-archetype-service/src/main/resources/archetype-resources/__rootArtifactId__-app/pom.xml;cola-archetypes/cola-archetype-service/src/main/resources/archetype-resources/__rootArtifactId__-client/pom.xml;cola-archetypes/cola-archetype-service/src/main/resources/archetype-resources/__rootArtifactId__-domain/pom.xml;cola-archetypes/cola-archetype-service/src/main/resources/archetype-resources/__rootArtifactId__-infrastructure/pom.xml;cola-archetypes/cola-archetype-service/src/main/resources/archetype-resources/pom.xml;cola-archetypes/cola-archetype-service/src/main/resources/archetype-resources/start/pom.xml;cola-archetypes/cola-archetype-web/pom.xml;cola-archetypes/cola-archetype-web/src/main/resources/archetype-resources/__rootArtifactId__-adapter/pom.xml;cola-archetypes/cola-archetype-web/src/main/resources/archetype-resources/__rootArtifactId__-app/pom.xml;cola-archetypes/cola-archetype-web/src/main/resources/archetype-resources/__rootArtifactId__-client/pom.xml;cola-archetypes/cola-archetype-web/src/main/resources/archetype-resources/__rootArtifactId__-domain/pom.xml;cola-archetypes/cola-archetype-web/src/main/resources/archetype-resources/__rootArtifactId__-infrastructure/pom.xml;cola-archetypes/cola-archetype-web/src/main/resources/archetype-resources/pom.xml;cola-archetypes/cola-archetype-web/src/main/resources/archetype-resources/start/pom.xml;cola-archetypes/pom.xml;cola-components/cola-component-catchlog-starter/pom.xml;cola-components/cola-component-domain-starter/pom.xml;cola-components/cola-component-dto/pom.xml;cola-components/cola-component-exception/pom.xml;cola-components/cola-component-extension-starter/pom.xml;cola-components/cola-component-statemachine/pom.xml;cola-components/cola-component-test-container/pom.xml;cola-components/cola-components-bom/pom.xml;cola-components/dev-util-archetypes/cola-normal-component-archetype/pom.xml;cola-components/dev-util-archetypes/cola-normal-component-archetype/src/main/resources/archetype-resources/pom.xml;cola-components/dev-util-archetypes/cola-starter-component-archetype/pom.xml;cola-components/dev-util-archetypes/cola-starter-component-archetype/src/main/resources/archetype-resources/pom.xml;cola-components/pom.xml;cola-samples/charge/charging-system/pom.xml;cola-samples/charge/pom.xml;cola-samples/craftsman/craftsman-adapter/pom.xml;cola-samples/craftsman/craftsman-app/pom.xml;cola-samples/craftsman/craftsman-client/pom.xml;cola-samples/craftsman/craftsman-domain/pom.xml;cola-samples/craftsman/craftsman-infrastructure/pom.xml;cola-samples/craftsman/pom.xml;cola-samples/craftsman/start/pom.xml;pom.xml;,,,.github/workflows/ci.yaml;
Anuken/Mindustry,https://github.com/Anuken/Mindustry,master,da1103a2c0519de4922f9967fb5445fd1087c61b,15115,2126,21/07/2022 16:35:41,,android/build.gradle;annotations/build.gradle;build.gradle;core/build.gradle;desktop/build.gradle;ios/build.gradle;server/build.gradle;settings.gradle;tests/build.gradle;tools/build.gradle;,,.github/workflows/deployment.yml;.github/workflows/pr.yml;.github/workflows/push.yml;
